id,name,identity_label,category,status,texture_status,glb,glb_size_x_tiles,glb_size_y_tiles,glb_size_z_tiles,footprint_x_tiles,footprint_z_tiles,animation_status,native_source
21,prop_model_021,source geometry multi-surface mesh model 21,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0021_prop_model_021/model.glb,0.3125,0.4791717529296875,0.229156494140625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_021.nsbmd
22,prop_model_022,source geometry multi-surface mesh model 22,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0022_prop_model_022/model.glb,0.26171875,0.27734375,0.171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_022.nsbmd
23,prop_model_023,source geometry multi-surface mesh model 23,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0023_prop_model_023/model.glb,0.35980224609375,0.3545989990234375,0.2421875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_023.nsbmd
24,prop_model_024,source geometry multi-surface mesh model 24,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0024_prop_model_024/model.glb,0.53216552734375,0.29296875,0.32421875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_024.nsbmd
25,prop_model_025,source geometry multi-surface mesh model 25,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0025_prop_model_025/model.glb,0.34417742325737266,0.35655230755697054,0.22766125000000004,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_025.nsbmd
26,honey_tree,named source prop honey tree,named_source_prop_object,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0026_honey_tree/model.glb,0.28124994877632326,0.32171625,0.2570495137307911,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/honey_tree.nsbmd
27,prop_model_027,source geometry multi-surface mesh model 27,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0027_prop_model_027/model.glb,0.53125,0.489990234375,0.34375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_027.nsbmd
28,prop_model_028,source geometry compact multi-surface mesh model 28,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0028_prop_model_028/model.glb,0.234375,0.2500457763671875,0.15625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_028.nsbmd
29,prop_model_029,source geometry compact multi-surface mesh model 29,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0029_prop_model_029/model.glb,0.296875,0.244140625,0.21875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_029.nsbmd
30,prop_model_030,source geometry multi-surface mesh model 30,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0030_prop_model_030/model.glb,0.34375,0.45703125,0.27734375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_030.nsbmd
31,canalave_bridge_left,named source prop canalave bridge left,named_source_prop_object,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0031_canalave_bridge_left/model.glb,0.45703125,0.2890625,0.40625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/canalave_bridge_left.nsbmd
32,canalave_bridge_right,named source prop canalave bridge right,named_source_prop_object,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0032_canalave_bridge_right/model.glb,0.44921875,0.593963623046875,0.390625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/canalave_bridge_right.nsbmd
33,prop_model_033,source geometry compact multi-surface mesh model 33,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0033_prop_model_033/model.glb,0.21875,0.2421875,0.2890625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_033.nsbmd
34,regular_ship,named source prop regular ship,named_source_prop_object,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0034_regular_ship/model.glb,0.3526612499999999,0.14944462973779854,0.5413667570417964,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/regular_ship.nsbmd
35,prop_model_035,source geometry tall or long surface model 35,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0035_prop_model_035/model.glb,0.125,0.49609375,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_035.nsbmd
36,prop_model_036,source geometry compact multi-surface mesh model 36,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0036_prop_model_036/model.glb,0.484375,0.28125,0.375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_036.nsbmd
37,prop_model_037,source geometry multi-surface mesh model 37,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0037_prop_model_037/model.glb,0.34375,0.296875,0.2529144287109375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_037.nsbmd
38,prop_model_038,source geometry multi-surface mesh model 38,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0038_prop_model_038/model.glb,0.28125,0.3515625,0.171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_038.nsbmd
39,prop_model_039,source geometry multi-surface mesh model 39,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0039_prop_model_039/model.glb,0.703125,0.484375,0.9232635498046875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_039.nsbmd
40,prop_model_040,source geometry multi-surface mesh model 40,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0040_prop_model_040/model.glb,0.5,0.2421875,0.36328125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_040.nsbmd
41,prop_model_041,source geometry tall or long surface model 41,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0041_prop_model_041/model.glb,0.140625,0.248046875,0.0634765625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_041.nsbmd
42,prop_model_042,source geometry tall or long surface model 42,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0042_prop_model_042/model.glb,0.125,0.2763671875,0.1015625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_042.nsbmd
43,prop_model_043,source geometry compact multi-surface mesh model 43,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0043_prop_model_043/model.glb,0.296875,0.34375,0.1875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_043.nsbmd
44,prop_model_044,source geometry tall or long surface model 44,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0044_prop_model_044/model.glb,0.1875,0.3076171875,0.0546875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_044.nsbmd
45,prop_model_045,source geometry tall or long surface model 45,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0045_prop_model_045/model.glb,0.140625,0.248046875,0.0703125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_045.nsbmd
46,prop_model_046,source geometry tall or long surface model 46,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0046_prop_model_046/model.glb,0.265625,0.421875,0.1171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_046.nsbmd
47,prop_model_047,source geometry multi-surface mesh model 47,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0047_prop_model_047/model.glb,0.2583770751953125,0.296875,0.171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_047.nsbmd
48,prop_model_048,source geometry multi-surface mesh model 48,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0048_prop_model_048/model.glb,0.2583770751953125,0.296875,0.171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_048.nsbmd
49,prop_model_049,source geometry multi-surface mesh model 49,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0049_prop_model_049/model.glb,0.34765625,0.39453125,0.27734375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_049.nsbmd
50,prop_model_050,source geometry compact multi-surface mesh model 50,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0050_prop_model_050/model.glb,0.296875,0.337890625,0.21875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_050.nsbmd
51,prop_model_051,source geometry multi-surface mesh model 51,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0051_prop_model_051/model.glb,0.2578125,0.28076171875,0.3359375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_051.nsbmd
52,prop_model_052,source geometry multi-surface mesh model 52,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0052_prop_model_052/model.glb,0.359375,0.28076171875,0.2421875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_052.nsbmd
53,prop_model_053,source geometry multi-surface mesh model 53,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0053_prop_model_053/model.glb,0.50494375,0.32757562024054154,0.31472772233470325,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_053.nsbmd
54,prop_model_054,source geometry multi-surface mesh model 54,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0054_prop_model_054/model.glb,0.8515625,0.3714599609375,0.8125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_054.nsbmd
55,prop_model_055,source geometry multi-surface mesh model 55,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0055_prop_model_055/model.glb,0.228515625,0.248046875,0.109375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_055.nsbmd
56,prop_model_056,source geometry multi-surface mesh model 56,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0056_prop_model_056/model.glb,0.296875,0.30859375,0.18359375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_056.nsbmd
57,prop_model_057,source geometry compact multi-surface mesh model 57,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0057_prop_model_057/model.glb,0.234375,0.244140625,0.15625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_057.nsbmd
58,prop_model_058,source geometry compact multi-surface mesh model 58,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0058_prop_model_058/model.glb,0.296875,0.337890625,0.21875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_058.nsbmd
59,prop_model_059,source geometry compact multi-surface mesh model 59,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0059_prop_model_059/model.glb,0.296875,0.337890625,0.21875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_059.nsbmd
60,prop_model_060,source geometry compact multi-surface mesh model 60,source_geometry_prop,READY_GLB,NATIVE_MATERIAL_COLOR_READY,furniture/0060_prop_model_060/model.glb,0.21875,0.337890625,0.28125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_060.nsbmd
61,prop_model_061,source geometry compact multi-surface mesh model 61,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0061_prop_model_061/model.glb,0.25,0.1915130615234375,0.1606903076171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_061.nsbmd
62,prop_model_062,source geometry multi-surface mesh model 62,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0062_prop_model_062/model.glb,0.34375,0.328125,0.2109375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_062.nsbmd
63,prop_model_063,source geometry multi-surface mesh model 63,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0063_prop_model_063/model.glb,0.3984375,0.2890625,0.4921875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_063.nsbmd
64,prop_model_064,source geometry multi-surface mesh model 64,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0064_prop_model_064/model.glb,0.19921875,0.24609375,0.19921875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_064.nsbmd
65,prop_model_065,source geometry multi-surface mesh model 65,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0065_prop_model_065/model.glb,0.4491575755250404,0.4843748497576737,0.47225937500000004,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_065.nsbmd
66,door01,named source prop door01,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0066_door01/model.glb,0.30421437500000004,0.4250792024251392,0.060852030270351604,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/door01.nsbmd
67,brown_wooden_door,named source prop brown wooden door,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0067_brown_wooden_door/model.glb,0.3125,0.453125,0.03125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/brown_wooden_door.nsbmd
68,green_wooden_door,named source prop green wooden door,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0068_green_wooden_door/model.glb,0.3125,0.453125,0.03125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/green_wooden_door.nsbmd
69,iron_door,named source prop iron door,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0069_iron_door/model.glb,0.3125,0.453125,0.03125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/iron_door.nsbmd
70,pokecenter_door,named source prop pokecenter door,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0070_pokecenter_door/model.glb,0.3125,0.453125,0.0,1,0,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/pokecenter_door.nsbmd
71,prop_model_071,source geometry multi-surface mesh model 71,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0071_prop_model_071/model.glb,0.26171875,0.279296875,0.171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_071.nsbmd
72,prop_model_072,source geometry compact multi-surface mesh model 72,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0072_prop_model_072/model.glb,0.75,0.0,0.75,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_072.nsbmd
73,prop_model_073,source geometry multi-surface mesh model 73,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0073_prop_model_073/model.glb,0.2421875,0.2734375,0.1171875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_073.nsbmd
74,prop_model_074,source geometry compact multi-surface mesh model 74,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0074_prop_model_074/model.glb,0.625,0.0,0.5,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_074.nsbmd
75,elevator_door,named source prop elevator door,named_source_prop_door,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0075_elevator_door/model.glb,0.203125,0.25,0.0,1,0,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/elevator_door.nsbmd
76,prop_model_076,source geometry tall or long surface model 76,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0076_prop_model_076/model.glb,0.109375,0.2854766845703125,0.109375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_076.nsbmd
77,prop_model_077,source geometry compact multi-surface mesh model 77,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0077_prop_model_077/model.glb,0.28125,0.265625,0.4600830078125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_077.nsbmd
78,prop_model_078,source geometry compact multi-surface mesh model 78,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0078_prop_model_078/model.glb,0.875,0.0,0.5,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_078.nsbmd
79,prop_model_079,source geometry tall or long surface model 79,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0079_prop_model_079/model.glb,0.5,0.453125,0.0625,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_079.nsbmd
80,prop_model_080,source geometry multi-surface mesh model 80,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0080_prop_model_080/model.glb,0.25,0.24609375,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_080.nsbmd
81,prop_model_081,source geometry multi-surface mesh model 81,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0081_prop_model_081/model.glb,0.125,0.24609375,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_081.nsbmd
82,prop_model_082,source geometry compact multi-surface mesh model 82,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0082_prop_model_082/model.glb,0.25,0.25390625,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_082.nsbmd
83,prop_model_083,source geometry multi-surface mesh model 83,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0083_prop_model_083/model.glb,0.5,0.2578125,0.25,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_083.nsbmd
84,prop_model_084,source geometry compact multi-surface mesh model 84,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0084_prop_model_084/model.glb,0.25,0.4765625,0.25,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_084.nsbmd
85,prop_model_085,source geometry multi-surface mesh model 85,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0085_prop_model_085/model.glb,0.125,0.2636871337890625,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_085.nsbmd
86,prop_model_086,source geometry multi-surface mesh model 86,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0086_prop_model_086/model.glb,0.5,0.375,0.5,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_086.nsbmd
87,prop_model_087,source geometry multi-surface mesh model 87,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0087_prop_model_087/model.glb,0.5625,0.2578125,0.4375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_087.nsbmd
88,prop_model_088,source geometry tall or long surface model 88,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0088_prop_model_088/model.glb,0.5,0.0625,0.5,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_088.nsbmd
89,prop_model_089,source geometry multi-surface mesh model 89,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0089_prop_model_089/model.glb,0.25,0.24609375,0.125,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_089.nsbmd
90,prop_model_090,source geometry compact multi-surface mesh model 90,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0090_prop_model_090/model.glb,0.25,0.3125,0.0,1,0,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_090.nsbmd
91,prop_model_091,source geometry tall or long surface model 91,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0091_prop_model_091/model.glb,0.21875,0.140625,0.71875,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_091.nsbmd
92,prop_model_092,source geometry tall or long surface model 92,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0092_prop_model_092/model.glb,0.5,0.0625,0.5,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_092.nsbmd
93,prop_model_093,source geometry multi-surface mesh model 93,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0093_prop_model_093/model.glb,0.3125152587890625,0.2578125,0.4375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_093.nsbmd
94,prop_model_094,source geometry compact multi-surface mesh model 94,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0094_prop_model_094/model.glb,0.5,0.203125,0.4375,1,1,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_094.nsbmd
95,prop_model_095,source geometry compact multi-surface mesh model 95,source_geometry_prop,READY_GLB,EMBEDDED_TEXTURE_READY,furniture/0095_prop_model_095/model.glb,0.40625,0.3125,0.0,1,0,NATIVE_BINDINGS_METADATA_ONLY,res/field/props/models/prop_model_095.nsbmd
