id,symbol,asset_class,assembly_status,status,frame_count,model_resource,sequence_resource,texture_resource
12,OBJ_EVENT_GFX_POKEMON_BREEDER_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000011.bin
13,OBJ_EVENT_GFX_BEAUTY,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000012.bin
14,OBJ_EVENT_GFX_ACE_TRAINER_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000013.bin
15,OBJ_EVENT_GFX_POKEFAN_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000014.bin
16,OBJ_EVENT_GFX_POKEFAN_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000015.bin
17,OBJ_EVENT_GFX_EXPERT_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000016.bin
18,OBJ_EVENT_GFX_EXPERT_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000017.bin
19,OBJ_EVENT_GFX_COLLECTOR,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000018.bin
20,OBJ_EVENT_GFX_HIKER,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000019.bin
21,OBJ_EVENT_GFX_PLAYER_M_BIKE,human_actor,complete_public_resource_join,READY_BILLBOARD,24,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000448.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000092.bin
22,OBJ_EVENT_GFX_REPORTER,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000020.bin
23,OBJ_EVENT_GFX_CAMERAMAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000021.bin
24,OBJ_EVENT_GFX_CASHIER_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000022.bin
25,OBJ_EVENT_GFX_CASHIER_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000023.bin
26,OBJ_EVENT_GFX_POKECENTER_NURSE,human_actor,complete_public_resource_join,READY_BILLBOARD,17,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000456.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000024.bin
27,OBJ_EVENT_GFX_TEALA,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000025.bin
28,OBJ_EVENT_GFX_UNUSED_RECEPTIONIST,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000026.bin
29,OBJ_EVENT_GFX_SCIENTIST_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000027.bin
30,OBJ_EVENT_GFX_SCIENTIST_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000028.bin
31,OBJ_EVENT_GFX_ROUGHNECK,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000029.bin
32,OBJ_EVENT_GFX_SKIER_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000030.bin
33,OBJ_EVENT_GFX_SKIER_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000031.bin
34,OBJ_EVENT_GFX_POLICEMAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000032.bin
35,OBJ_EVENT_GFX_IDOL,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000033.bin
36,OBJ_EVENT_GFX_GENTLEMAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000034.bin
37,OBJ_EVENT_GFX_SOCIALITE,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000035.bin
38,OBJ_EVENT_GFX_CYCLIST_M,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000036.bin
39,OBJ_EVENT_GFX_CYCLIST_F,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000037.bin
40,OBJ_EVENT_GFX_WORKER,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000038.bin
41,OBJ_EVENT_GFX_RANCHER,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000039.bin
42,OBJ_EVENT_GFX_COWGIRL,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000040.bin
43,OBJ_EVENT_GFX_CLOWN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000041.bin
44,OBJ_EVENT_GFX_ARTIST,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000042.bin
45,OBJ_EVENT_GFX_JOGGER,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000043.bin
46,OBJ_EVENT_GFX_SWIMMER_M,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000044.bin
47,OBJ_EVENT_GFX_SWIMMER_F,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000045.bin
48,OBJ_EVENT_GFX_TUBER_F,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000046.bin
49,OBJ_EVENT_GFX_TUBER_M,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000047.bin
50,OBJ_EVENT_GFX_RUIN_MANIAC,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000048.bin
51,OBJ_EVENT_GFX_BLACK_BELT,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000049.bin
52,OBJ_EVENT_GFX_CAMPER,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000050.bin
53,OBJ_EVENT_GFX_PICNICKER,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000051.bin
54,OBJ_EVENT_GFX_FISHERMAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000052.bin
55,OBJ_EVENT_GFX_PARASOL_LADY,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000053.bin
56,OBJ_EVENT_GFX_SAILOR,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000054.bin
57,OBJ_EVENT_GFX_DUMMY_057,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000055.bin
58,OBJ_EVENT_GFX_DUMMY_058,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000056.bin
59,OBJ_EVENT_GFX_WAITER,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000057.bin
60,OBJ_EVENT_GFX_WAITRESS,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000058.bin
61,OBJ_EVENT_GFX_DUMMY_061,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000059.bin
62,OBJ_EVENT_GFX_RICH_BOY,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000060.bin
63,OBJ_EVENT_GFX_LADY,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000061.bin
64,OBJ_EVENT_GFX_SNOWPOINT_NPC_M,object_or_effect,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000062.bin
65,OBJ_EVENT_GFX_SNOWPOINT_NPC_F,object_or_effect,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000063.bin
66,OBJ_EVENT_GFX_DUMMY_066,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000064.bin
67,OBJ_EVENT_GFX_DUMMY_067,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000065.bin
68,OBJ_EVENT_GFX_ACE_TRAINER_SNOW_M,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000066.bin
69,OBJ_EVENT_GFX_ACE_TRAINER_SNOW_F,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000067.bin
70,OBJ_EVENT_GFX_PSYCHIC,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000068.bin
71,OBJ_EVENT_GFX_PIKACHU,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000069.bin
72,OBJ_EVENT_GFX_CLEFAIRY,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000070.bin
73,OBJ_EVENT_GFX_JIGGLYPUFF,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000071.bin
74,OBJ_EVENT_GFX_PSYDUCK,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000072.bin
75,OBJ_EVENT_GFX_DUMMY_075,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000073.bin
76,OBJ_EVENT_GFX_DUMMY_076,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000074.bin
77,OBJ_EVENT_GFX_DUMMY_077,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000075.bin
78,OBJ_EVENT_GFX_TORCHIC,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000076.bin
79,OBJ_EVENT_GFX_SKITTY,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000077.bin
80,OBJ_EVENT_GFX_DUMMY_080,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000078.bin
81,OBJ_EVENT_GFX_BABY_IN_PRAM,unresolved,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000079.bin
82,OBJ_EVENT_GFX_MIDDLE_AGED_MAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000080.bin
83,OBJ_EVENT_GFX_MIDDLE_AGED_WOMAN,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000081.bin
84,OBJ_EVENT_GFX_STRENGTH_BOULDER,unresolved,complete_public_resource_join,METADATA_ONLY,0,res/prebuilt/data/mmodel/mmodel/mmodel_00000422.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000082.bin
85,OBJ_EVENT_GFX_ROCK_SMASH,object_or_effect,complete_public_resource_join,METADATA_ONLY,0,res/prebuilt/data/mmodel/mmodel/mmodel_00000423.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000083.bin
86,OBJ_EVENT_GFX_CUT_TREE,object_or_effect,complete_public_resource_join,METADATA_ONLY,0,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000084.bin
87,OBJ_EVENT_GFX_POKEBALL,object_or_effect,complete_public_resource_join,METADATA_ONLY,0,res/prebuilt/data/mmodel/mmodel/mmodel_00000422.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000085.bin
88,OBJ_EVENT_GFX_UNUSED_WOMAN_1,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000086.bin
89,OBJ_EVENT_GFX_UNUSED_WOMAN_2,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000087.bin
90,OBJ_EVENT_GFX_UNUSED_WOMAN_3,human_actor,complete_public_resource_join,READY_BILLBOARD,16,res/prebuilt/data/mmodel/mmodel/mmodel_00000421.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000445.bin,res/prebuilt/data/mmodel/mmodel/mmodel_00000088.bin
91,OBJ_EVENT_GFX_MAP_SIGNPOST,object_or_effect,incomplete_source_join,METADATA_ONLY,0,,,
92,OBJ_EVENT_GFX_MAILBOX,object_or_effect,incomplete_source_join,METADATA_ONLY,0,,,
93,OBJ_EVENT_GFX_SIGNBOARD,object_or_effect,incomplete_source_join,METADATA_ONLY,0,,,
94,OBJ_EVENT_GFX_ARROW_SIGNPOST,object_or_effect,incomplete_source_join,METADATA_ONLY,0,,,
95,OBJ_EVENT_GFX_GYM_SIGNPOST,object_or_effect,incomplete_source_join,METADATA_ONLY,0,,,
